# GD50  03:48:50.06 -00:58:30.4  (type DA2)
 4771.33   13.818   2.00
 4773.33   13.820   2.00
 4775.33   13.823   2.00
 4777.33   13.823   2.01
 4779.34   13.825   2.00
 4781.34   13.830   2.00
 4783.34   13.834   2.00
 4785.34   13.842   2.00
 4787.34   13.844   2.00
 4789.34   13.846   2.00
 4791.34   13.848   2.00
 4793.34   13.848   2.00
 4795.34   13.848   2.00
 4797.34   13.846   2.00
 4799.34   13.851   2.00
 4801.34   13.860   2.00
 4803.34   13.868   2.00
 4805.34   13.874   2.00
 4807.34   13.879   2.01
 4809.35   13.886   2.00
 4811.35   13.891   2.00
 4813.35   13.893   2.00
 4815.35   13.900   2.00
 4817.35   13.903   2.00
 4819.35   13.908   2.00
 4821.35   13.912   2.00
 4823.35   13.919   2.00
 4825.35   13.926   2.00
 4827.35   13.933   2.00
 4829.35   13.938   2.00
 4831.35   13.945   2.00
 4833.35   13.952   2.00
 4835.35   13.957   2.00
 4837.35   13.964   2.00
 4839.35   13.971   2.00
 4841.35   13.978   2.00
 4843.35   13.983   2.00
 4845.35   13.990   2.00
 4847.35   13.997   2.00
 4849.35   14.004   2.01
 4851.36   14.011   2.00
 4853.36   14.016   2.00
 4855.36   14.023   2.00
 4857.36   14.030   2.00
 4859.36   14.035   2.00
 4861.36   14.040   2.00
 4863.36   14.044   2.00
 4865.36   14.049   2.00
 4867.36   14.051   2.00
 4869.36   14.051   2.00
 4871.36   14.051   2.00
 4873.36   14.047   2.00
 4875.36   14.042   2.00
 4877.36   14.033   2.00
 4879.36   14.021   2.00
 4881.36   14.009   2.00
 4883.36   14.000   2.01
 4885.37   13.990   2.00
 4887.37   13.981   2.00
 4889.37   13.978   2.00
 4891.37   13.976   2.00
 4893.37   13.973   2.00
 4895.37   13.971   2.00
 4897.37   13.967   2.00
 4899.37   13.964   2.00
 4901.37   13.962   2.00
 4903.37   13.959   2.00
 4905.37   13.957   2.00
 4907.37   13.955   2.00
 4909.37   13.952   2.00
 4911.37   13.948   2.00
 4913.37   13.945   2.00
 4915.37   13.943   2.00
 4917.37   13.941   2.00
 4919.37   13.938   2.01
 4921.38   13.936   2.00
 4923.38   13.933   2.00
 4925.38   13.933   2.00
 4927.38   13.934   2.00
 4929.38   13.934   2.00
 4931.38   13.934   2.00
 4933.38   13.933   2.00
 4935.38   13.931   2.00
 4937.38   13.926   2.00
 4939.38   13.924   2.00
 4941.38   13.919   2.00
 4943.38   13.917   2.00
 4945.38   13.914   2.00
 4947.38   13.912   2.00
 4949.38   13.912   2.00
 4951.38   13.912   2.00
 4953.38   13.912   2.00
 4955.38   13.912   2.00
 4957.38   13.912   2.00
 4959.38   13.912   2.00
 4961.38   13.912   2.01
 4963.39   13.912   2.00
 4965.39   13.912   2.00
 4967.39   13.912   2.00
 4969.39   13.910   2.00
 4971.39   13.908   2.00
 4973.39   13.908   2.00
 4975.39   13.905   2.00
 4977.39   13.903   2.00
 4979.39   13.905   2.00
 4981.39   13.905   2.00
 4983.39   13.907   2.00
 4985.39   13.908   2.00
 4987.39   13.908   2.00
 4989.39   13.910   2.00
 4991.39   13.910   2.00
 4993.39   13.910   2.00
 4995.39   13.910   2.01
 4997.40   13.910   2.00
 4999.40   13.908   2.00
 5001.40   13.907   2.00
 5003.40   13.905   2.00
 5005.40   13.905   2.00
 5007.40   13.905   2.00
 5009.40   13.905   2.00
 5011.40   13.905   2.00
 5013.40   13.905   2.00
 5015.40   13.905   2.00
 5017.40   13.905   2.00
 5019.40   13.907   2.00
 5021.40   13.908   2.00
 5023.40   13.908   2.00
 5025.40   13.910   2.00
 5027.40   13.912   2.00
 5029.40   13.915   2.00
 5031.40   13.917   2.00
 5033.40   13.919   2.00
 5035.40   13.922   2.00
 5037.40   13.924   2.01
 5039.41   13.926   2.00
 5041.41   13.926   2.00
 5043.41   13.929   2.00
 5045.41   13.929   2.00
 5047.41   13.929   2.00
 5049.41   13.929   2.00
 5051.41   13.929   2.00
 5053.41   13.926   2.00
 5055.41   13.926   2.00
 5057.41   13.926   2.00
 5059.41   13.929   2.00
 5061.41   13.929   2.00
 5063.41   13.931   2.00
 5065.41   13.931   2.00
 5067.41   13.931   2.01
 5069.42   13.933   2.00
 5071.42   13.933   2.00
 5073.42   13.934   2.00
 5075.42   13.934   2.00
 5077.42   13.936   2.00
 5079.42   13.938   2.00
 5081.42   13.941   2.00
 5083.42   13.941   2.00
 5085.42   13.943   2.00
 5087.42   13.943   2.00
 5089.42   13.941   2.00
 5091.42   13.941   2.00
 5093.42   13.941   2.00
 5095.42   13.941   2.00
 5097.42   13.941   2.00
 5099.42   13.941   2.00
 5101.42   13.943   2.00
 5103.42   13.945   2.00
 5105.42   13.945   2.00
 5107.42   13.945   2.00
 5109.42   13.948   2.00
 5111.42   13.948   2.00
 5113.42   13.950   2.01
 5115.43   13.952   2.00
 5117.43   13.950   2.00
 5119.43   13.950   2.00
 5121.43   13.948   2.00
 5123.43   13.948   2.00
 5125.43   13.950   2.00
 5127.43   13.952   2.00
 5129.43   13.952   2.00
 5131.43   13.955   2.00
 5133.43   13.957   2.00
 5135.43   13.959   2.00
 5137.43   13.959   2.00
 5139.43   13.959   2.00
 5141.43   13.959   2.00
 5143.43   13.959   2.00
 5145.43   13.959   2.01
 5147.44   13.959   2.00
 5149.44   13.962   2.00
 5151.44   13.964   2.00
 5153.44   13.965   2.00
 5155.44   13.966   2.00
 5157.44   13.967   2.00
 5159.44   13.968   2.00
 5161.44   13.969   2.00
 5163.44   13.970   2.00
 5165.44   13.971   2.00
 5167.44   13.972   2.00
 5169.44   13.973   2.00
 5171.44   13.973   2.00
 5173.44   13.974   2.00
 5175.44   13.975   2.00
 5177.44   13.976   2.00
 5179.44   13.977   2.00
 5181.44   13.978   2.00
 5183.44   13.979   2.00
 5185.44   13.980   2.00
 5187.44   13.981   2.01
 5189.45   13.982   2.00
 5191.45   13.983   2.00
 5193.45   13.984   2.00
 5195.45   13.986   2.00
 5197.45   13.987   2.00
 5199.45   13.988   2.00
 5201.45   13.989   2.00
 5203.45   13.990   2.00
 5205.45   13.991   2.00
 5207.45   13.993   2.00
 5209.45   13.995   2.00
 5211.45   13.995   2.00
 5213.45   13.997   2.00
 5215.45   13.999   2.00
 5217.45   14.000   2.00
 5219.45   14.002   2.00
 5221.45   14.002   2.01
 5223.46   14.002   2.00
 5225.46   14.002   2.00
 5227.46   14.002   2.00
 5229.46   14.004   2.00
 5231.46   14.004   2.00
 5233.46   14.006   2.00
 5235.46   14.007   2.00
 5237.46   14.007   2.00
 5239.46   14.009   2.00
 5241.46   14.009   2.00
 5243.46   14.011   2.00
 5245.46   14.011   2.00
 5247.46   14.014   2.00
 5249.46   14.016   2.00
 5251.46   14.018   2.00
 5253.46   14.018   2.00
 5255.46   14.021   2.00
 5257.46   14.021   2.00
 5259.46   14.023   2.00
 5261.46   14.023   2.01
 5263.47   14.023   2.00
 5265.47   14.021   2.00
 5267.47   14.021   2.00
 5269.47   14.018   2.00
 5271.47   14.018   2.00
 5273.47   14.018   2.00
 5275.47   14.021   2.00
 5277.47   14.021   2.00
 5279.47   14.023   2.00
 5281.47   14.025   2.00
 5283.47   14.026   2.00
 5285.47   14.028   2.00
 5287.47   14.030   2.00
 5289.47   14.033   2.00
 5291.47   14.033   2.00
 5293.47   14.035   2.00
 5295.47   14.035   2.01
 5297.48   14.037   2.00
 5299.48   14.037   2.00
 5301.48   14.039   2.00
 5303.48   14.040   2.00
 5305.48   14.042   2.00
 5307.48   14.044   2.00
 5309.48   14.047   2.00
 5311.48   14.049   2.00
 5313.48   14.051   2.00
 5315.48   14.051   2.00
 5317.48   14.051   2.00
 5319.48   14.051   2.00
 5321.48   14.051   2.00
 5323.48   14.051   2.00
 5325.48   14.049   2.00
 5327.48   14.049   2.00
 5329.48   14.049   2.00
 5331.48   14.051   2.00
 5333.48   14.051   2.00
 5335.48   14.051   2.01
 5337.49   14.051   2.00
 5339.49   14.054   2.00
 5341.49   14.056   2.00
 5343.49   14.056   2.00
 5345.49   14.058   2.00
 5347.49   14.059   2.00
 5349.49   14.059   2.00
 5351.49   14.059   2.00
 5353.49   14.059   2.00
 5355.49   14.059   2.00
 5357.49   14.059   2.00
 5359.49   14.058   2.00
 5361.49   14.058   2.00
 5363.49   14.058   2.00
 5365.49   14.059   2.00
 5367.49   14.061   2.00
 5369.49   14.063   2.01
 5371.50   14.065   2.00
 5373.50   14.065   2.00
 5375.50   14.066   2.00
 5377.50   14.066   2.00
 5379.50   14.066   2.00
 5381.50   14.066   2.00
 5383.50   14.068   2.00
 5385.50   14.068   2.00
 5387.50   14.068   2.00
 5389.50   14.068   2.00
 5391.50   14.068   2.00
 5393.50   14.068   2.00
 5395.50   14.068   2.00
 5397.50   14.068   2.00
 5399.50   14.070   2.00
 5401.50   14.070   2.00
 5403.50   14.073   2.00
 5405.50   14.075   2.00
 5407.50   14.075   2.00
 5409.50   14.075   2.01
 5411.51   14.077   2.00
 5413.51   14.077   2.00
 5415.51   14.080   2.00
 5417.51   14.082   2.00
 5419.51   14.082   2.00
 5421.51   14.084   2.00
 5423.51   14.084   2.00
 5425.51   14.084   2.00
 5427.51   14.087   2.00
 5429.51   14.087   2.00
 5431.51   14.087   2.00
 5433.51   14.087   2.00
 5435.51   14.087   2.00
 5437.51   14.087   2.00
 5439.51   14.087   2.00
 5441.51   14.087   2.00
 5443.51   14.087   2.01
 5445.52   14.087   2.00
 5447.52   14.087   2.00
 5449.52   14.089   2.00
 5451.52   14.091   2.00
 5453.52   14.092   2.00
 5455.52   14.094   2.00
 5457.52   14.094   2.00
 5459.52   14.096   2.00
 5461.52   14.098   2.00
 5463.52   14.098   2.00
 5465.52   14.099   2.00
 5467.52   14.101   2.00
 5469.52   14.101   2.00
 5471.52   14.103   2.00
 5473.52   14.103   2.00
 5475.52   14.103   2.00
 5477.52   14.103   2.00
 5479.52   14.106   2.00
 5481.52   14.106   2.00
 5483.52   14.108   2.01
 5485.53   14.108   2.00
 5487.53   14.110   2.00
 5489.53   14.110   2.00
 5491.53   14.110   2.00
 5493.53   14.110   2.00
 5495.53   14.110   2.00
 5497.53   14.113   2.00
 5499.53   14.113   2.00
 5501.53   14.113   2.00
 5503.53   14.115   2.00
 5505.53   14.115   2.00
 5507.53   14.117   2.00
 5509.53   14.117   2.00
 5511.53   14.118   2.00
 5513.53   14.118   2.00
 5515.53   14.118   2.00
 5517.53   14.118   2.00
 5519.53   14.118   2.01
 5521.54   14.118   2.00
 5523.54   14.120   2.00
 5525.54   14.120   2.00
 5527.54   14.120   2.00
 5529.54   14.120   2.00
 5531.54   14.120   2.00
 5533.54   14.120   2.00
 5535.54   14.122   2.00
 5537.54   14.122   2.00
 5539.54   14.122   2.00
 5541.54   14.124   2.00
 5543.54   14.125   2.00
 5545.54   14.125   2.00
 5547.54   14.125   2.00
 5549.54   14.127   2.00
 5551.54   14.127   2.00
 5553.54   14.129   2.00
 5555.54   14.131   2.00
 5557.54   14.132   2.00
 5559.54   14.132   2.01
 5561.55   14.134   2.00
 5563.55   14.134   2.00
 5565.55   14.136   2.00
 5567.55   14.136   2.00
 5569.55   14.136   2.00
 5571.55   14.136   2.00
 5573.55   14.136   2.00
 5575.55   14.136   2.00
 5577.55   14.136   2.00
 5579.55   14.136   2.00
 5581.55   14.136   2.00
 5583.55   14.136   2.00
 5585.55   14.136   2.00
 5587.55   14.136   2.00
 5589.55   14.136   2.00
 5591.55   14.139   2.00
 5593.55   14.141   2.00
 5595.55   14.141   2.01
 5597.56   14.143   2.00
 5599.56   14.143   2.00
 5601.56   14.146   2.00
 5603.56   14.146   2.00
 5605.56   14.148   2.00
 5607.56   14.148   2.00
 5609.56   14.148   2.00
 5611.56   14.148   2.00
 5613.56   14.148   2.00
 5615.56   14.148   2.00
 5617.56   14.148   2.00
 5619.56   14.150   2.00
 5621.56   14.151   2.00
 5623.56   14.153   2.00
 5625.56   14.155   2.00
 5627.56   14.155   2.00
 5629.56   14.157   2.00
 5631.56   14.158   2.00
 5633.56   14.158   2.00
 5635.56   14.160   2.01
 5637.57   14.160   2.00
 5639.57   14.162   2.00
 5641.57   14.162   2.00
 5643.57   14.164   2.00
 5645.57   14.164   2.00
 5647.57   14.165   2.00
 5649.57   14.167   2.00
 5651.57   14.169   2.00
 5653.57   14.169   2.00
 5655.57   14.169   2.00
 5657.57   14.172   2.00
 5659.57   14.172   2.00
 5661.57   14.174   2.00
 5663.57   14.174   2.00
 5665.57   14.174   2.00
 5667.57   14.174   2.00
 5669.57   14.174   2.01
 5671.58   14.174   2.00
 5673.58   14.176   2.00
 5675.58   14.176   2.00
 5677.58   14.176   2.00
 5679.58   14.179   2.00
 5681.58   14.179   2.00
 5683.58   14.181   2.00
 5685.58   14.184   2.00
 5687.58   14.186   2.00
 5689.58   14.188   2.00
 5691.58   14.190   2.00
 5693.58   14.191   2.00
 5695.58   14.191   2.00
 5697.58   14.191   2.00
 5699.58   14.193   2.00
 5701.58   14.193   2.00
 5703.58   14.193   2.00
 5705.58   14.193   2.00
 5707.58   14.193   2.00
 5709.58   14.193   2.01
 5711.59   14.193   2.00
 5713.59   14.193   2.00
 5715.59   14.195   2.00
 5717.59   14.195   2.00
 5719.59   14.195   2.00
 5721.59   14.195   2.00
 5723.59   14.195   2.00
 5725.59   14.195   2.00
 5727.59   14.198   2.00
 5729.59   14.198   2.00
 5731.59   14.198   2.00
 5733.59   14.198   2.00
 5735.59   14.200   2.00
 5737.59   14.200   2.00
 5739.59   14.202   2.00
 5741.59   14.205   2.00
 5743.59   14.205   2.01
 5745.60   14.205   2.00
 5747.60   14.205   2.00
 5749.60   14.205   2.00
 5751.60   14.205   2.00
 5753.60   14.202   2.00
 5755.60   14.202   2.00
 5757.60   14.202   2.00
 5759.60   14.205   2.00
 5761.60   14.205   2.00
 5763.60   14.207   2.00
 5765.60   14.209   2.00
 5767.60   14.209   2.00
 5769.60   14.209   2.00
 5771.60   14.209   2.00
 5773.60   14.209   2.00
 5775.60   14.209   2.00
 5777.60   14.209   2.00
 5779.60   14.209   2.00
 5781.60   14.212   2.00
 5783.60   14.212   2.01
 5785.61   14.212   2.00
 5787.61   14.212   2.00
 5789.61   14.212   2.00
 5791.61   14.212   2.00
 5793.61   14.214   2.00
 5795.61   14.216   2.00
 5797.61   14.217   2.00
 5799.61   14.217   2.00
 5801.61   14.217   2.00
 5803.61   14.217   2.00
 5805.61   14.217   2.00
 5807.61   14.219   2.00
 5809.61   14.219   2.00
 5811.61   14.219   2.00
 5813.61   14.221   2.00
 5815.61   14.221   2.01
 5817.62   14.221   2.00
 5819.62   14.221   2.00
 5821.62   14.221   2.00
 5823.62   14.223   2.00
 5825.62   14.223   2.00
 5827.62   14.224   2.00
 5829.62   14.224   2.00
 5831.62   14.226   2.00
 5833.62   14.226   2.00
 5835.62   14.226   2.00
 5837.62   14.226   2.00
 5839.62   14.226   2.00
 5841.62   14.226   2.00
 5843.62   14.228   2.00
 5845.62   14.228   2.00
 5847.62   14.228   2.00
 5849.62   14.231   2.00
 5851.62   14.231   2.00
 5853.62   14.231   2.00
 5855.62   14.233   2.00
 5857.62   14.233   2.00
 5859.62   14.235   2.01
 5861.63   14.235   2.00
 5863.63   14.235   2.00
 5865.63   14.235   2.00
 5867.63   14.235   2.00
 5869.63   14.235   2.00
 5871.63   14.235   2.00
 5873.63   14.235   2.00
 5875.63   14.235   2.00
 5877.63   14.238   2.00
 5879.63   14.240   2.00
 5881.63   14.240   2.00
 5883.63   14.242   2.00
 5885.63   14.242   2.00
 5887.63   14.243   2.00
 5889.63   14.243   2.00
 5891.63   14.243   2.00
 5893.63   14.245   2.01
 5895.64   14.245   2.00
 5897.64   14.247   2.00
 5899.64   14.249   2.00
 5901.64   14.250   2.00
 5903.64   14.250   2.00
 5905.64   14.252   2.00
 5907.64   14.252   2.00
 5909.64   14.252   2.00
 5911.64   14.254   2.00
 5913.64   14.254   2.00
 5915.64   14.257   2.00
 5917.64   14.257   2.00
 5919.64   14.259   2.00
 5921.64   14.261   2.00
 5923.64   14.264   2.00
 5925.64   14.264   2.00
 5927.64   14.264   2.01
 5929.65   14.264   2.00
 5931.65   14.264   2.00
 5933.65   14.264   2.00
 5935.65   14.264   2.00
 5937.65   14.264   2.00
 5939.65   14.266   2.00
 5941.65   14.268   2.00
 5943.65   14.268   2.00
 5945.65   14.268   2.00
 5947.65   14.268   2.00
 5949.65   14.268   2.00
 5951.65   14.268   2.00
 5953.65   14.266   2.00
 5955.65   14.266   2.00
 5957.65   14.266   2.00
 5959.65   14.266   2.00
 5961.65   14.268   2.00
 5963.65   14.268   2.00
 5965.65   14.271   2.00
 5967.65   14.271   2.01
 5969.66   14.271   2.00
 5971.66   14.271   2.00
 5973.66   14.271   2.00
 5975.66   14.271   2.00
 5977.66   14.271   2.00
 5979.66   14.271   2.00
 5981.66   14.273   2.00
 5983.66   14.273   2.00
 5985.66   14.273   2.00
 5987.66   14.275   2.00
 5989.66   14.275   2.00
 5991.66   14.276   2.00
 5993.66   14.276   2.00
 5995.66   14.276   2.00
 5997.66   14.278   2.00
 5999.66   14.278   2.01
 6001.67   14.278   2.00
 6003.67   14.278   2.00
 6005.67   14.278   2.00
 6007.67   14.278   2.00
 6009.67   14.278   2.00
 6011.67   14.278   2.00
 6013.67   14.278   2.00
 6015.67   14.278   2.00
 6017.67   14.278   2.00
 6019.67   14.278   2.00
 6021.67   14.278   2.00
 6023.67   14.278   2.00
 6025.67   14.278   2.00
 6027.67   14.280   2.00
 6029.67   14.280   2.00
 6031.67   14.283   2.00
 6033.67   14.283   2.00
 6035.67   14.285   2.00
 6037.67   14.285   2.00
 6039.67   14.285   2.00
 6041.67   14.285   2.00
 6043.67   14.287   2.01
 6045.68   14.287   2.00
 6047.68   14.287   2.00
 6049.68   14.287   2.00
 6051.68   14.289   2.00
 6053.68   14.289   2.00
 6055.68   14.290   2.00
 6057.68   14.290   2.00
 6059.68   14.290   2.00
 6061.68   14.292   2.00
 6063.68   14.292   2.00
 6065.68   14.292   2.00
 6067.68   14.294   2.00
 6069.68   14.294   2.00
 6071.68   14.297   2.00
 6073.68   14.297   2.00
 6075.68   14.299   2.01
 6077.69   14.299   2.00
 6079.69   14.301   2.00
 6081.69   14.301   2.00
 6083.69   14.301   2.00
 6085.69   14.304   2.00
 6087.69   14.304   2.00
 6089.69   14.304   2.00
 6091.69   14.306   2.00
 6093.69   14.306   2.00
 6095.69   14.306   2.00
 6097.69   14.308   2.00
 6099.69   14.309   2.00
 6101.69   14.309   2.00
 6103.69   14.308   2.00
 6105.69   14.308   2.00
 6107.69   14.308   2.00
 6109.69   14.308   2.00
 6111.69   14.308   2.00
 6113.69   14.308   2.00
 6115.69   14.309   2.00
 6117.69   14.309   2.01
 6119.70   14.309   2.00
 6121.70   14.311   2.00
 6123.70   14.311   2.00
 6125.70   14.311   2.00
 6127.70   14.313   2.00
 6129.70   14.313   2.00
 6131.70   14.315   2.00
 6133.70   14.316   2.00
 6135.70   14.318   2.00
 6137.70   14.318   2.00
 6139.70   14.318   2.00
 6141.70   14.318   2.00
 6143.70   14.316   2.00
 6145.70   14.316   2.00
 6147.70   14.316   2.00
 6149.70   14.316   2.01
 6151.71   14.316   2.00
 6153.71   14.316   2.00
 6155.71   14.318   2.00
 6157.71   14.320   2.00
 6159.71   14.323   2.00
 6161.71   14.323   2.00
 6163.71   14.320   2.00
 6165.71   14.320   2.00
 6167.71   14.323   2.00
 6169.71   14.323   2.00
 6171.71   14.323   2.00
 6173.71   14.325   2.00
 6175.71   14.327   2.00
 6177.71   14.327   2.00
 6179.71   14.330   2.00
 6181.71   14.330   2.00
 6183.71   14.330   2.00
 6185.71   14.332   2.00
 6187.71   14.332   2.00
 6189.71   14.332   2.01
 6191.72   14.334   2.00
 6193.72   14.334   2.00
 6195.72   14.337   2.00
 6197.72   14.339   2.00
 6199.72   14.339   2.00
 6201.72   14.339   2.00
 6203.72   14.341   2.00
 6205.72   14.342   2.00
 6207.72   14.342   2.00
 6209.72   14.342   2.00
 6211.72   14.344   2.00
 6213.72   14.344   2.00
 6215.72   14.344   2.00
 6217.72   14.344   2.00
 6219.72   14.344   2.00
 6221.72   14.344   2.00
 6223.72   14.344   2.00
 6225.72   14.344   2.01
 6227.73   14.346   2.00
 6229.73   14.346   2.00
 6231.73   14.346   2.00
 6233.73   14.348   2.00
 6235.73   14.348   2.00
 6237.73   14.349   2.00
 6239.73   14.349   2.00
 6241.73   14.351   2.00
 6243.73   14.351   2.00
 6245.73   14.353   2.00
 6247.73   14.353   2.00
 6249.73   14.356   2.00
 6251.73   14.358   2.00
 6253.73   14.358   2.00
 6255.73   14.358   2.00
 6257.73   14.358   2.00
 6259.73   14.358   2.00
 6261.73   14.358   2.00
 6263.73   14.358   2.00
 6265.73   14.360   2.01
 6267.74   14.363   2.00
 6269.74   14.365   2.00
 6271.74   14.368   2.00
 6273.74   14.370   2.00
 6275.74   14.374   2.00
 6277.74   14.375   2.00
 6279.74   14.377   2.00
 6281.74   14.379   2.00
 6283.74   14.379   2.00
 6285.74   14.379   2.00
 6287.74   14.381   2.00
 6289.74   14.379   2.00
 6291.74   14.379   2.00
 6293.74   14.379   2.00
 6295.74   14.379   2.00
 6297.74   14.377   2.00
 6299.74   14.377   2.01
 6301.75   14.377   2.00
 6303.75   14.379   2.00
 6305.75   14.379   2.00
 6307.75   14.379   2.00
 6309.75   14.379   2.00
 6311.75   14.379   2.00
 6313.75   14.379   2.00
 6315.75   14.379   2.00
 6317.75   14.377   2.00
 6319.75   14.379   2.00
 6321.75   14.379   2.00
 6323.75   14.379   2.00
 6325.75   14.379   2.00
 6327.75   14.379   2.00
 6329.75   14.379   2.00
 6331.75   14.379   2.00
 6333.75   14.379   2.00
 6335.75   14.379   2.00
 6337.75   14.381   2.00
 6339.75   14.382   2.00
 6341.75   14.384   2.00
 6343.75   14.386   2.01
 6345.76   14.386   2.00
 6347.76   14.389   2.00
 6349.76   14.389   2.00
 6351.76   14.389   2.00
 6353.76   14.389   2.00
 6355.76   14.389   2.00
 6357.76   14.389   2.00
 6359.76   14.389   2.00
 6361.76   14.389   2.00
 6363.76   14.389   2.00
 6365.76   14.391   2.00
 6367.76   14.391   2.00
 6369.76   14.393   2.00
 6371.76   14.393   2.00
 6373.76   14.393   2.00
 6375.76   14.396   2.01
 6377.77   14.396   2.00
 6379.77   14.396   2.00
 6381.77   14.396   2.00
 6383.77   14.396   2.00
 6385.77   14.396   2.00
 6387.77   14.398   2.00
 6389.77   14.398   2.00
 6391.77   14.400   2.00
 6393.77   14.400   2.00
 6395.77   14.400   2.00
 6397.77   14.401   2.00
 6399.77   14.401   2.00
 6401.77   14.401   2.00
 6403.77   14.401   2.00
 6405.77   14.403   2.00
 6407.77   14.403   2.00
 6409.77   14.405   2.00
 6411.77   14.407   2.00
 6413.77   14.408   2.00
 6415.77   14.410   2.01
 6417.78   14.410   2.00
 6419.78   14.412   2.00
 6421.78   14.414   2.00
 6423.78   14.415   2.00
 6425.78   14.415   2.00
 6427.78   14.417   2.00
 6429.78   14.417   2.00
 6431.78   14.417   2.00
 6433.78   14.417   2.00
 6435.78   14.417   2.00
 6437.78   14.417   2.00
 6439.78   14.419   2.00
 6441.78   14.419   2.00
 6443.78   14.419   2.00
 6445.78   14.422   2.00
 6447.78   14.422   2.01
 6449.79   14.424   2.00
 6451.79   14.426   2.00
 6453.79   14.429   2.00
 6455.79   14.431   2.00
 6457.79   14.434   2.00
 6459.79   14.436   2.00
 6461.79   14.440   2.00
 6463.79   14.443   2.00
 6465.79   14.445   2.00
 6467.79   14.450   2.00
 6469.79   14.452   2.00
 6471.79   14.455   2.00
 6473.79   14.459   2.00
 6475.79   14.462   2.00
 6477.79   14.464   2.00
 6479.79   14.467   2.00
 6481.79   14.467   2.00
 6483.79   14.469   2.00
 6485.79   14.471   2.00
 6487.79   14.471   2.00
 6489.79   14.471   2.01
 6491.80   14.471   2.00
 6493.80   14.471   2.00
 6495.80   14.471   2.00
 6497.80   14.471   2.00
 6499.80   14.474   2.00
 6501.80   14.478   2.00
 6503.80   14.481   2.00
 6505.80   14.485   2.00
 6507.80   14.493   2.00
 6509.80   14.500   2.00
 6511.80   14.507   2.00
 6513.80   14.511   2.00
 6515.80   14.518   2.00
 6517.80   14.525   2.00
 6519.80   14.530   2.00
 6521.80   14.535   2.01
 6523.81   14.540   2.00
 6525.81   14.544   2.00
 6527.81   14.547   2.00
 6529.81   14.551   2.00
 6531.81   14.556   2.00
 6533.81   14.563   2.00
 6535.81   14.568   2.00
 6537.81   14.575   2.00
 6539.81   14.582   2.00
 6541.81   14.589   2.00
 6543.81   14.594   2.00
 6545.81   14.599   2.00
 6547.81   14.606   2.00
 6549.81   14.610   2.00
 6551.81   14.618   2.00
 6553.81   14.625   2.00
 6555.81   14.632   2.00
 6557.81   14.641   2.00
 6559.81   14.648   2.00
 6561.81   14.655   2.00
 6563.81   14.662   2.01
 6565.82   14.669   2.00
 6567.82   14.674   2.00
 6569.82   14.679   2.00
 6571.82   14.683   2.00
 6573.82   14.681   2.00
 6575.82   14.679   2.00
 6577.82   14.676   2.00
 6579.82   14.672   2.00
 6581.82   14.667   2.00
 6583.82   14.660   2.00
 6585.82   14.651   2.00
 6587.82   14.643   2.00
 6589.82   14.636   2.00
 6591.82   14.627   2.00
 6593.82   14.622   2.00
 6595.82   14.615   2.00
 6597.82   14.608   2.01
 6599.83   14.603   2.00
 6601.83   14.598   2.00
 6603.83   14.594   2.00
 6605.83   14.589   2.00
 6607.83   14.584   2.00
 6609.83   14.580   2.00
 6611.83   14.575   2.00
 6613.83   14.570   2.00
 6615.83   14.565   2.00
 6617.83   14.559   2.00
 6619.83   14.554   2.00
 6621.83   14.549   2.00
 6623.83   14.544   2.00
 6625.83   14.542   2.00
 6627.83   14.539   2.00
 6629.83   14.535   2.00
 6631.83   14.532   2.00
 6633.83   14.528   2.00
 6635.83   14.526   2.00
 6637.83   14.523   2.01
 6639.84   14.521   2.00
 6641.84   14.518   2.00
 6643.84   14.516   2.00
 6645.84   14.514   2.00
 6647.84   14.514   2.00
 6649.84   14.511   2.00
 6651.84   14.511   2.00
 6653.84   14.514   2.00
 6655.84   14.514   2.00
 6657.84   14.514   2.00
 6659.84   14.514   2.00
 6661.84   14.514   2.00
 6663.84   14.514   2.00
 6665.84   14.514   2.00
 6667.84   14.511   2.00
 6669.84   14.511   2.01
 6671.85   14.507   2.00
 6673.85   14.506   2.00
 6675.85   14.504   2.00
 6677.85   14.504   2.00
 6679.85   14.502   2.00
 6681.85   14.502   2.00
 6683.85   14.504   2.00
 6685.85   14.504   2.00
 6687.85   14.504   2.00
 6689.85   14.504   2.00
 6691.85   14.506   2.00
 6693.85   14.506   2.00
 6695.85   14.506   2.00
 6697.85   14.506   2.00
 6699.85   14.507   2.00
 6701.85   14.506   2.00
 6703.85   14.506   2.00
 6705.85   14.506   2.00
 6707.85   14.504   2.00
 6709.85   14.504   2.00
 6711.85   14.504   2.00
 6713.85   14.504   2.01
 6715.86   14.504   2.00
 6717.86   14.504   2.00
 6719.86   14.506   2.00
 6721.86   14.507   2.00
 6723.86   14.507   2.00
 6725.86   14.507   2.00
 6727.86   14.507   2.00
 6729.86   14.507   2.00
 6731.86   14.507   2.00
 6733.86   14.509   2.00
 6735.86   14.511   2.00
 6737.86   14.511   2.00
 6739.86   14.511   2.00
 6741.86   14.511   2.00
 6743.86   14.511   2.00
 6745.86   14.511   2.01
 6747.87   14.511   2.00
 6749.87   14.511   2.00
 6751.87   14.511   2.00
 6753.87   14.511   2.00
 6755.87   14.511   2.00
 6757.87   14.511   2.00
 6759.87   14.511   2.00
 6761.87   14.511   2.00
 6763.87   14.511   2.00
